"","Stream start time","Stream URL","Stream length","Watch time","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"55","Wednesday 21st July 2021 13:25","https://sullygnome.com/channel/melina/stream/42706717308","289","2116636","7324","9955","956","191","151359","30271","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Pools, Hot Tubs, and Beaches|Pools_Hot_Tubs_and_Beaches|https://static-cdn.jtvnw.net/ttv-boxart/Pools,%20Hot%20Tubs,%20and%20Beaches-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"56","Tuesday 20th July 2021 12:00","https://sullygnome.com/channel/melina/stream/42695788300","254","1402588","5522","6461","1353","318","118294","27833","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"57","Monday 19th July 2021 13:49","https://sullygnome.com/channel/melina/stream/42686590284","400","1840800","4602","6204","2091","309","192433","28508","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Pools, Hot Tubs, and Beaches|Pools_Hot_Tubs_and_Beaches|https://static-cdn.jtvnw.net/ttv-boxart/Pools,%20Hot%20Tubs,%20and%20Beaches-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"58","Sunday 18th July 2021 22:43","https://sullygnome.com/channel/melina/stream/42681962684","106","218890","2065","3129","182","91","41114","20557","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"59","Sunday 18th July 2021 12:00","https://sullygnome.com/channel/melina/stream/42676169772","149","545042","3658","4355","806","322","70188","28075","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"60","Saturday 17th July 2021 13:00","https://sullygnome.com/channel/melina/stream/42666731452","314","1529180","4870","6040","2185","416","170161","32411","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Pools, Hot Tubs, and Beaches|Pools_Hot_Tubs_and_Beaches|https://static-cdn.jtvnw.net/ttv-boxart/Pools,%20Hot%20Tubs,%20and%20Beaches-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"61","Friday 16th July 2021 14:11","https://sullygnome.com/channel/melina/stream/42657325692","378","1673028","4426","6155","1284","197","210771","32426","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Pools, Hot Tubs, and Beaches|Pools_Hot_Tubs_and_Beaches|https://static-cdn.jtvnw.net/ttv-boxart/Pools,%20Hot%20Tubs,%20and%20Beaches-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"62","Thursday 15th July 2021 12:01","https://sullygnome.com/channel/melina/stream/42646899644","283","1830444","6468","7698","1488","313","155249","32684","Pools, Hot Tubs, and Beaches|Pools_Hot_Tubs_and_Beaches|https://static-cdn.jtvnw.net/ttv-boxart/Pools,%20Hot%20Tubs,%20and%20Beaches-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"63","Wednesday 14th July 2021 12:02","https://sullygnome.com/channel/melina/stream/42637113228","237","1412283","5959","7604","1156","289","123036","30759","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Pools, Hot Tubs, and Beaches|Pools_Hot_Tubs_and_Beaches|https://static-cdn.jtvnw.net/ttv-boxart/Pools,%20Hot%20Tubs,%20and%20Beaches-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"64","Tuesday 13th July 2021 16:42","https://sullygnome.com/channel/melina/stream/42629211612","152","760912","5006","7507","247","89","91708","33348","Pools, Hot Tubs, and Beaches|Pools_Hot_Tubs_and_Beaches|https://static-cdn.jtvnw.net/ttv-boxart/Pools,%20Hot%20Tubs,%20and%20Beaches-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"65","Thursday 8th July 2021 19:48","https://sullygnome.com/channel/melina/stream/42582320556","266","1093526","4111","4933","524","116","135911","30202","Pools, Hot Tubs, and Beaches|Pools_Hot_Tubs_and_Beaches|https://static-cdn.jtvnw.net/ttv-boxart/Pools,%20Hot%20Tubs,%20and%20Beaches-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"66","Wednesday 7th July 2021 23:36","https://sullygnome.com/channel/melina/stream/42573861900","248","879904","3548","4204","453","106","81013","19061","Pools, Hot Tubs, and Beaches|Pools_Hot_Tubs_and_Beaches|https://static-cdn.jtvnw.net/ttv-boxart/Pools,%20Hot%20Tubs,%20and%20Beaches-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"67","Tuesday 6th July 2021 22:31","https://sullygnome.com/channel/melina/stream/42562891388","88","275000","3125","3635","9","6","30223","20148","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"68","Sunday 4th July 2021 20:01","https://sullygnome.com/channel/melina/stream/42686205197","238","937720","3940","4892","1757","439","110565","27641","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"69","Sunday 4th July 2021 04:18","https://sullygnome.com/channel/melina/stream/42678212253","191","536901","2811","4139","1062","326","41404","12739","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"70","Saturday 3rd July 2021 21:33","https://sullygnome.com/channel/melina/stream/42673067293","236","776440","3290","3895","1762","440","100247","25061","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"71","Friday 2nd July 2021 21:31","https://sullygnome.com/channel/melina/stream/42657924845","298","1030186","3457","4175","1647","329","108839","21767","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"72","Thursday 1st July 2021 18:25","https://sullygnome.com/channel/melina/stream/42639811021","185","467680","2528","2837","744","248","66487","22162","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"73","Wednesday 30th June 2021 20:04","https://sullygnome.com/channel/melina/stream/42498221532","295","1284725","4355","6964","1433","286","147843","29568","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Pools, Hot Tubs, and Beaches|Pools_Hot_Tubs_and_Beaches|https://static-cdn.jtvnw.net/ttv-boxart/Pools,%20Hot%20Tubs,%20and%20Beaches-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"74","Wednesday 30th June 2021 00:09","https://sullygnome.com/channel/melina/stream/42489520044","80","199760","2497","4141","337","224","23761","15840","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Pools, Hot Tubs, and Beaches|Pools_Hot_Tubs_and_Beaches|https://static-cdn.jtvnw.net/ttv-boxart/Pools,%20Hot%20Tubs,%20and%20Beaches-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"75","Tuesday 29th June 2021 20:21","https://sullygnome.com/channel/melina/stream/42487459068","143","378235","2645","3302","-106","-42","57313","22925","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"76","Monday 28th June 2021 21:01","https://sullygnome.com/channel/melina/stream/42595406045","298","1048066","3517","3842","2076","415","124234","24846","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"77","Saturday 26th June 2021 18:59","https://sullygnome.com/channel/melina/stream/42561900925","390","1466790","3761","5366","2199","338","184570","28395","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"78","Friday 25th June 2021 19:38","https://sullygnome.com/channel/melina/stream/42449515420","426","1215804","2854","4651","984","135","165966","22891","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Pools, Hot Tubs, and Beaches|Pools_Hot_Tubs_and_Beaches|https://static-cdn.jtvnw.net/ttv-boxart/Pools,%20Hot%20Tubs,%20and%20Beaches-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"79","Friday 25th June 2021 05:54","https://sullygnome.com/channel/melina/stream/42538033565","50","136200","2724","2764","127","169","8828","11770","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
