"","Stream start time","Stream URL","Stream length","Watch time","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"186","Friday 26th February 2021 13:02","https://sullygnome.com/channel/melina/stream/40763799709","297","707157","2381","3157","576","115","97140","19428","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"187","Wednesday 24th February 2021 14:01","https://sullygnome.com/channel/melina/stream/40735360765","328","972192","2964","3527","1249","227","156945","28535","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"188","Monday 22nd February 2021 13:48","https://sullygnome.com/channel/melina/stream/40706295565","191","662388","3468","4473","776","238","102751","31615","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"189","Sunday 21st February 2021 12:09","https://sullygnome.com/channel/melina/stream/40691128061","305","987895","3239","4026","1558","296","147519","28098","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"190","Saturday 20th February 2021 14:05","https://sullygnome.com/channel/melina/stream/40676287853","234","737568","3152","4105","1685","421","122878","30719","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"191","Friday 19th February 2021 12:07","https://sullygnome.com/channel/melina/stream/40658864093","337","1184218","3514","5047","1270","220","149670","26029","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"192","Thursday 18th February 2021 16:47","https://sullygnome.com/channel/melina/stream/40646768973","177","494361","2793","3223","826","275","93243","31081","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"193","Wednesday 17th February 2021 16:58","https://sullygnome.com/channel/melina/stream/40632198829","46","58512","1272","1796","57","57","20534","20534","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"194","Wednesday 17th February 2021 11:16","https://sullygnome.com/channel/melina/stream/40628578717","238","1040060","4370","5415","2230","557","105846","26461","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"195","Tuesday 16th February 2021 17:49","https://sullygnome.com/channel/melina/stream/40618261693","130","273260","2102","2325","238","105","63468","28208","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"196","Tuesday 16th February 2021 13:01","https://sullygnome.com/channel/melina/stream/40614760717","148","595108","4021","5025","438","175","77712","31084","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"197","Monday 15th February 2021 13:31","https://sullygnome.com/channel/melina/stream/41715099454","298","1215840","4080","5102","2569","513","165058","33011","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"198","Sunday 14th February 2021 21:00","https://sullygnome.com/channel/melina/stream/41109107884","89","227128","2552","2952","462","308","40514","27009","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"199","Saturday 13th February 2021 19:40","https://sullygnome.com/channel/melina/stream/40575896093","274","471554","1721","4158","38","8","87859","18496","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"200","Saturday 13th February 2021 12:24","https://sullygnome.com/channel/melina/stream/40569855741","230","527160","2292","2876","758","189","81910","20477","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
